text,uuid,sentiment_class
"usb hızı ve kalitesi iyi ama biraz fazla ısınıyor korkutuyor açıkçası
buda beni yanıcakmış gibi önemli bilgileri attıktan sonra yanarsa diye düşündürüyor",930f575b-5e45-4a62-92fa-189a159ec9ad,0
"Ürün orijinal ve iyi paketlenmiş, renk olarak düz siyah geldi, kenarları metalik değil yani, ses kalitesi orta seviyede tatmin ediyor, ses detaylarını güzel veriyor, daha kaliteli istiyosanız  mega bass serisi alın tabi, teşekkürler",905060c5-017a-4831-babd-a8934ad684c5,2
Bu ürün global vereiyon mu ?    Alan arkadaşlar dil seçeneği Türkçe mi?,a1fce1e6-0e8c-471b-8b4e-4ba1bf8a163a,2
"Ürün malzeme kalitesi açısından iyi, şarj etme süresi anlamında ?? diğer adaptörlerden bi farkı yok. Sadece ısınma açısından belli belirsiz bi ısınma var. Onun dışında bu kadar para verip bi fark görmemek hiç de hoş değil.",f4137a58-e1f4-4e18-880f-4dacb8e4ff55,0
"Kulaklığın metal alaşım kısmıyla plastik kısmı ayrıldı ve kullanılamaz hale geldi, ses kalitesi fiyatına göre iyi fakat malzeme kalitesini beğenmedim.",872a31ac-e493-48fc-9c84-abf769e17b48,0
"Hoparlör kablosu kısa geliyor bilgisayar masasına ses çok net berrak
ama çok kaliteli birşey degil kulaklık takamıyorsunuz ürün resimde büyük
gözüküyor ama küçük",ca390e1c-b033-4254-900d-24a345f9fe6e,0
Bilgisayar yani masa ustu eyvallah ama odada daha genis bir kitleye hizmet etsin derseniz daha guclu modele bakin derim. Ama suratli ve sikintisiz dagitim oldu. Tesekkurler.,4924c8c2-20c5-492e-8ef7-e7e3da37451b,2
Logıtech z313 ses sistemi 2 +1 ve 25 w ses çıkışıyla  gerçekten güzel ve gösterisli bir ürün alacak arkadaslara logıtech kalitesini tavsiye ederim.,4828e5d8-2711-4b35-bc74-b9ea55e79909,2
"kamerayı son bi kaç gündür elimde inceledim. önce artıları benim için boyutuna göre çok iyi bir zoom var. vede en önemlisi sarsıntıda , yürürken gibi sallanma durumlarında sanki kamera sabitmiş gibi görüntüde hiç sallanma yok.. çok iyi yapmışlar.. telefon usb ise aynı voltaj da şarj oluyor. buda bi batary bank ile istediğiniz yerde 220 v olmadan şarj edebilirsiniz. pil makeraya takılı iken şarj oluyor ayrı bi şarj ünitesi olmaması da çok güzel

eksi olarak söyleyecek şeyim ise. usb sarj ucu bildiğiniz bilgisayara taktığnız usb ucu gibi kameraya sabit. yani kameranın yanında usb kablosu var onuda elciğin içine gizliyorunuz. oksitlenrmi zamanla su kaçsa içine ne olur bilemiyorum. ekranı dokunmatik değil.. bide dahili wifi olsaymış içinde iyi olurmuş. wifi li modeli var sanırsam. ama Türkieyde varmı bilmiyorum. 

Kısacası bence ne pahalı nede ucuz. tam parasına uygun bir cihaz.
bide alacaksanız . ayrıca taşıma çantası satınalmanızı tevsiye ederim",7fa9e557-d85d-467b-a19c-cbb86c2f524e,2
"Asus ile bu ürün arasında kaldım, yorumlarda Asus çok ısınıyor ve çekim
mesafesi çok az  tp-link daha iyi denildiği için bu ürünü aldım. Ancak
bu vr400 de aşırı derecede ısınıyor, kasanın üzerine koyuyorum kasadaki
üst fanlar soğutsun diye, çekimi ise 2.4 de 15m den fazla
uzaklaşmamalisiniz, bu bana yetiyor, ama ısınma sorunu için laptop
soğutucu fan almam gerekecek.",749484c1-9bb1-452b-9890-905286050dd9,0
samsung 7 serisi 2019 üretim tv. görüntüsü smart özelliklerininakiciligi ve akilli kumandasi ile bu fiyat tam karsiligi.,3c7e18df-1859-48e4-961d-76b4a17650b5,2
Fiyatına göre iyi bi ürün alınabilir,acf780ba-e0e3-4eca-8fde-1235d7928388,0
makinanın heryeri yapışkanlı gibi tuttuğum yer yapışıyor,b000eb19-9fac-4152-80aa-44f11df2ae5c,0
Küçük olması nedeni ile taşınması kolay. İnternet'te gezinmek ufak tefek ofis işleri için ideal. Daha ileriki işler için paraya kıyıp daha iyisi alınabilir.,2a6ee4b0-8cf8-4cd6-a106-36593014d318,2
ısınma süresi iyi fena değil fakat alt ayaklar orantısız topal duruyor,cf008326-96a0-49a5-a44d-22fc92bac52e,0
"Ürünün okuma yazma hızı gayet güzel,şık bir görünümü var ama aşırı derecede ısınma sorunu var 32 gb ve 3.0 olduğu için işiniz çok uzun sürmez ama ısı yine de rahatsız edici oluyor.",d8f42f72-ee4b-406e-84f8-e6da2453c9c1,2
çok güzel bir ürün,6fb738e0-5e33-4d90-a590-9ff20dc52083,2
ince malzeme... fiyatına göre çelik sanıyordum ancak ....,1fb3b77c-ff9d-433d-9d8e-8bae1a4e4391,0
